Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
126667,5776970,7209151,24000,24000,23975.0, 36 months,11.14,787.33,B,B2,Instar Research North America,< 1 year,RENT,100000.0,Verified,Jun-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5776970,,debt_consolidation,Credit cosolidation,852xx,AZ,14.41,2.0,May-87,0.0,20.0,,4.0,0.0,27778,73.7,21.0,f,0.0,0.0,27167.2857,27138.99,24000.0,3167.29,0.0,0.0,0.0,Dec-14,13783.32,,Dec-14,0.0,20.0,1,INDIVIDUAL,,,,0.0,0.0,49170.0,,,,,,,,,,,,37700.0,,,
22724,625448,801529,3500,3500,3000.0, 36 months,10.36,113.53,B,B5,Industrial Ride Shop,1 year,RENT,16107.0,Not Verified,Dec-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=625448,,major_purchase,240SX,850xx,AZ,7.6,0.0,Jun-06,0.0,,,2.0,0.0,1262,66.4,5.0,f,0.0,0.0,4086.57,3502.75,3500.0,586.57,0.0,0.0,0.0,Dec-13,117.25,,Dec-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
242047,36118658,38830207,20000,20000,20000.0, 36 months,6.99,617.46,A,A3,QA Regulatory Manager,2 years,MORTGAGE,108000.0,Source Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36118658,,debt_consolidation,Debt consolidation,015xx,MA,17.22,0.0,Jun-95,1.0,,,12.0,0.0,40878,57.2,20.0,w,13254.98,13254.98,8019.21,8019.21,6745.02,1274.19,0.0,0.0,0.0,Dec-15,617.46,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,480495.0,,,,,,,,,,,,71500.0,,,
377609,16141366,18243852,16000,16000,16000.0, 60 months,23.43,455.01,F,F1,Tech Operations Engineering,10+ years,MORTGAGE,40000.0,Not Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16141366,,debt_consolidation,Debt consolidation,980xx,WA,20.24,0.0,Jan-03,0.0,25.0,,18.0,0.0,17384,54.7,28.0,w,12757.22,12757.22,8645.19,8645.19,3242.78,5402.41,0.0,0.0,0.0,Jan-16,455.01,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,215570.0,,,,,,,,,,,,31800.0,,,
213584,1331494,1576506,35000,35000,35000.0, 36 months,13.11,1181.15,B,B4,"Dept. of Alcohol, Tobacco and Firearms",10+ years,MORTGAGE,110589.0,Verified,Jun-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1331494,  Borrower added on 06/06/12 > It's so difficult to try a get out of credit card debt.  Paying more than the minimum due each month never seems to make a difference because of the high interest rates that keeps adding to the next month's balance.  It's time for a financial breakthrough I believe the Lending Club can offer me.<br>,debt_consolidation,Financial Breakthrough,225xx,VA,22.52,0.0,Jun-91,0.0,,,15.0,0.0,36804,82.5,26.0,f,0.0,0.0,42587.20065,42587.2,35000.0,7528.14,59.06,0.0,0.0,Aug-15,1264.62,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
296224,29013632,31536822,25000,25000,25000.0, 36 months,14.99,866.52,C,C5,Customer Service Supervisor,10+ years,MORTGAGE,70000.0,Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29013632,,debt_consolidation,Debt consolidation,852xx,AZ,20.09,1.0,Sep-89,3.0,6.0,40.0,7.0,2.0,4676,25.0,27.0,f,0.0,0.0,28193.93,28193.93,25000.0,3193.93,0.0,0.0,0.0,Sep-15,19528.73,,Jan-16,0.0,48.0,1,INDIVIDUAL,,,,0.0,0.0,323322.0,,,,,,,,,,,,18400.0,,,
204023,1461327,1716937,6000,6000,6000.0, 36 months,11.14,196.84,B,B2,Apria Healthcare Inc,2 years,MORTGAGE,47000.0,Not Verified,Aug-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1461327,  Borrower added on 08/05/12 > I have couple of credit cards that I want to pay off<br>,debt_consolidation,Debt Pay OFF,853xx,AZ,12.97,0.0,Feb-08,0.0,,,16.0,0.0,3869,36.8,22.0,f,0.0,0.0,6692.8,6692.8,6000.0,692.8,0.0,0.0,0.0,Nov-13,3937.96,,Nov-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
37814,373052,392582,15000,15000,10166.37, 36 months,9.63,481.42,A,A5,school district,< 1 year,RENT,39000.0,Verified,Jan-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=373052," To  refinance credit card debt at a better rate, and help pay for a wedding.",credit_card,Refinance,727xx,AR,11.57,0.0,Apr-96,1.0,,,8.0,0.0,1140,9.7,12.0,f,0.0,0.0,16991.83,11400.05,15000.0,1991.83,0.0,0.0,0.0,Jan-11,25.98,,Jan-11,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
280534,31176391,33749567,10825,10825,10825.0, 60 months,24.99,317.67,F,F4,Delivery Driver,9 years,RENT,40000.0,Source Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31176391,,debt_consolidation,Debt consolidation,908xx,CA,27.42,0.0,Apr-05,1.0,,,6.0,0.0,5480,62.3,13.0,w,0.0,0.0,11684.98,11684.98,10825.0,859.98,0.0,0.0,0.0,Jan-15,11079.7,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,39499.0,,,,,,,,,,,,8800.0,,,
402092,14859118,16931555,17000,17000,17000.0, 36 months,12.49,568.64,B,B4,Assistant Superintendent,10+ years,MORTGAGE,150000.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14859118,,debt_consolidation,Debt consolidation,762xx,TX,14.36,0.0,Feb-96,2.0,51.0,,6.0,0.0,8578,57.6,27.0,w,0.0,0.0,18151.48,18151.48,17000.0,1151.48,0.0,0.0,0.0,Nov-14,14739.64,,Oct-15,0.0,51.0,1,INDIVIDUAL,,,,0.0,0.0,86943.0,,,,,,,,,,,,14900.0,,,
