Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
362514,19677589,21900299,32500,32500,32500.0, 60 months,14.99,773.01,C,C5,Licensed vocational nurse ,< 1 year,MORTGAGE,65000.0,Verified,Jul-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19677589,,home_improvement,Home improvement,950xx,CA,9.32,0.0,Apr-02,0.0,,,7.0,0.0,1208,4.3,20.0,f,0.0,0.0,38213.56,38213.56,32500.0,5713.56,0.0,0.0,0.0,Oct-15,27391.42,,Oct-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,6563.0,,,,,,,,,,,,25100.0,,,
288564,29755527,32278795,11000,11000,11000.0, 60 months,20.99,297.53,E,E4,shift manager,10+ years,MORTGAGE,60000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29755527,,credit_card,Credit card refinancing,472xx,IN,24.19,1.0,Aug-03,0.0,3.0,,18.0,0.0,13129,54.7,43.0,w,9214.67,9214.67,4450.12,4450.12,1785.33,2664.79,0.0,0.0,0.0,Jan-16,297.53,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,107972.0,,,,,,,,,,,,24000.0,,,
213591,1343334,1588314,30000,30000,30000.0, 36 months,14.65,1034.83,C,C2,FastMed urgent care,1 year,MORTGAGE,175000.0,Verified,Jun-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1343334,  Borrower added on 06/06/12 > I am seeking a debt consolidation loan of $30000.  Thank you for your consideration<br>,debt_consolidation,Debt Consolidation,852xx,AZ,13.34,0.0,Mar-02,0.0,41.0,,9.0,0.0,1906,22.4,38.0,f,0.0,0.0,32388.64,32388.64,30000.0,2388.64,0.0,0.0,0.0,Jan-13,26181.92,,Mar-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
263083,33131681,35775007,14400,14400,14400.0, 60 months,14.49,338.74,C,C4,Registered Nurse,2 years,MORTGAGE,66000.0,Source Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33131681,,debt_consolidation,Debt consolidation,498xx,MI,17.69,0.0,Aug-08,0.0,,,12.0,0.0,12944,74.4,31.0,w,11901.76,11901.76,4719.18,4719.18,2498.24,2220.94,0.0,0.0,0.0,Dec-15,338.74,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,139126.0,,,,,,,,,,,,17400.0,,,
165001,3293168,4066358,15000,15000,14900.0, 36 months,8.9,476.3,A,A5,Courier Times,10+ years,MORTGAGE,85000.0,Verified,Feb-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3293168,  Borrower added on 02/06/13 > I need to cosolidate two credit cards that I have been making a little more than minimum payments on and not seeing the principal decrease much because of the high interest rates.<br>,debt_consolidation,Consolidate 2013,190xx,PA,8.3,0.0,Oct-86,0.0,39.0,,7.0,0.0,5902,67.8,20.0,f,0.0,0.0,16628.33315,16517.47,15000.0,1628.33,0.0,0.0,0.0,Sep-14,8066.82,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,179532.0,,,,,,,,,,,,8700.0,,,
82511,7637853,9319845,10000,10000,10000.0, 36 months,16.2,352.56,C,C4,Fire Alarm Inspector,< 1 year,MORTGAGE,42000.0,Source Verified,Oct-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7637853,  Borrower added on 09/30/13 > Finish my garage.<br>,home_improvement,Garage finish,647xx,MO,27.66,2.0,Sep-00,1.0,12.0,,9.0,0.0,15161,71.9,36.0,f,0.0,0.0,12134.60376,12134.6,10000.0,2134.6,0.0,0.0,0.0,Jun-15,5436.76,,Jun-15,0.0,12.0,1,INDIVIDUAL,,,,0.0,0.0,68265.0,,,,,,,,,,,,21100.0,,,
24671,598284,767879,12000,12000,11900.0, 60 months,15.95,291.5,D,D4,Recovery Innovations of Arizona,10+ years,MORTGAGE,93000.0,Not Verified,Oct-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=598284,"  Borrower added on 10/15/10 > The purpose of this loan is to pay off my debts and only 1 payment. At this time i have to full time employments one with RIAZ and the other is CON-AIR working with ICE/Marshals transporting criminals all over the US and outside countries. I have never been late in paying my accounts as you can see on my credit report. I was hoping for a lower APR.<br/> Borrower added on 10/17/10 > RIAZ is a crises unit that deals with people whom are in crises like sucicdal, depression, most of all it is to provide services for those that have a mental illness of some kind. The center is funded by the State of AZ. I have been there for 14yrs. My other position is a Lae Enforcement position which i mentioned already. I wanted to provide information on RIAZ I have been asked a few question about it. Thanks Again.<br/>",debt_consolidation,Personal Loan,853xx,AZ,15.14,0.0,Apr-90,0.0,,,7.0,0.0,10258,48.2,48.0,f,0.0,0.0,17489.81998,17344.07,12000.0,5489.82,0.0,0.0,0.0,Nov-15,291.32,,Nov-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
97373,6918092,8560078,10925,10925,10925.0, 60 months,22.2,302.99,E,E4,MetLife,9 years,RENT,40600.0,Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6918092,  Borrower added on 08/25/13 > I plan on using these funds to payoff my 3 credit cards and close 2 of the cards.  The additional will be used to help my daughter buy her first car.  I have worked very hard to build up my credit and plan on keeping it that way.  I pay my bills on time and have had the same stable job for 9 yrs.<br>,debt_consolidation,Credit card consolidation,064xx,CT,23.62,0.0,Oct-95,2.0,73.0,106.0,5.0,1.0,8269,79.5,10.0,f,0.0,0.0,12384.54219,12384.54,10925.0,1459.54,0.0,0.0,0.0,May-14,4765.71,,May-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,32264.0,,,,,,,,,,,,10400.0,,,
44058,10157409,12009256,24000,24000,23950.0, 36 months,11.99,797.03,B,B3,Senior Maintenance Assistant,10+ years,MORTGAGE,88000.0,Source Verified,Dec-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10157409,,debt_consolidation,One Time,864xx,AZ,9.03,0.0,Jan-86,0.0,26.0,,22.0,0.0,18668,24.7,45.0,f,8971.15,8952.46,19128.6,19088.75,15028.85,4099.75,0.0,0.0,0.0,Jan-16,797.03,Jan-16,Jan-16,0.0,26.0,1,INDIVIDUAL,,,,0.0,0.0,324402.0,,,,,,,,,,,,75700.0,,,
351326,20710577,22983151,6000,6000,6000.0, 36 months,10.99,196.41,B,B3,,,OWN,55000.0,Source Verified,Jul-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20710577,,vacation,Vacation,606xx,IL,3.52,0.0,Jul-95,0.0,,,3.0,0.0,4587,67.5,5.0,w,0.0,0.0,982.05,982.05,720.37,261.68,0.0,0.0,0.0,Dec-14,196.41,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,4587.0,,,,,,,,,,,,6800.0,,,
176798,2826009,3408400,30000,30000,30000.0, 60 months,19.05,779.05,D,D4,Kaskaskia College,10+ years,MORTGAGE,91000.0,Source Verified,Jan-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2826009,"  Borrower added on 12/25/12 > The loan will pay credit cards to improve my financial position.  While I have the income for the monthly payments, consolidating the debt will allow me to pay off the debt faster and put more focus on my long term financial plan and savings.  I always pay on time and will do so with this loan.<br>",credit_card,Credit card refinancing,628xx,IL,22.04,0.0,Aug-90,0.0,,110.0,17.0,1.0,38539,79.1,32.0,f,15460.58,15460.58,28144.31,28144.31,14539.42,13604.89,0.0,0.0,0.0,Jan-16,779.05,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,314798.0,,,,,,,,,,,,48700.0,,,
