Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
90689,7204820,8726269,21725,21725,21725.0, 60 months,21.6,595.1,E,E3,NeoPost Inc,10+ years,MORTGAGE,48500.0,Verified,Sep-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7204820,,debt_consolidation,Debt Consolidation,770xx,TX,12.57,0.0,May-95,1.0,,97.0,11.0,1.0,13868,65.1,22.0,w,14710.35,14710.35,16067.7,16067.7,7014.65,9053.05,0.0,0.0,0.0,Dec-15,595.1,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,13868.0,,,,,,,,,,,,21300.0,,,
236682,36169619,38871276,35000,35000,35000.0, 36 months,9.49,1120.99,B,B2,Pre owned mgr,5 years,MORTGAGE,100000.0,Verified,Dec-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36169619,,credit_card,Credit card refinancing,711xx,LA,20.94,0.0,Jun-02,0.0,,,23.0,0.0,30392,34.8,36.0,f,23470.43,23470.43,14535.96,14535.96,11529.57,3006.39,0.0,0.0,0.0,Jan-16,1120.99,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,290734.0,,,,,,,,,,,,87300.0,,,
289746,29624821,32158041,16000,16000,16000.0, 60 months,17.57,402.57,D,D4,Small Group Leader,10+ years,RENT,54000.0,Source Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29624821,,debt_consolidation,Debt consolidation,238xx,VA,19.93,2.0,Oct-00,1.0,11.0,59.0,14.0,1.0,13344,59.8,20.0,w,13199.54,13199.54,6038.55,6038.55,2800.46,3238.09,0.0,0.0,0.0,Jan-16,402.57,Feb-16,Jan-16,0.0,11.0,1,INDIVIDUAL,,,,0.0,0.0,54054.0,,,,,,,,,,,,22300.0,,,
300426,23313337,25676235,12000,12000,12000.0, 36 months,14.49,413.0,C,C4,PARAMEDIC,6 years,MORTGAGE,35000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23313337,,debt_consolidation,Debt consolidation,790xx,TX,20.37,0.0,Jun-03,0.0,47.0,,11.0,0.0,10883,70.7,42.0,f,7620.13,7620.13,6195.0,6195.0,4379.87,1815.13,0.0,0.0,0.0,Jan-16,413.0,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,933.0,188924.0,,,,,,,,,,,,15400.0,,,
256211,34442764,37106084,7500,7500,7500.0, 36 months,6.49,229.84,A,A2,VIDEO PRODUCTION MANAGER,3 years,RENT,105000.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34442764,,debt_consolidation,Debt consolidation,333xx,FL,5.54,0.0,Sep-92,0.0,78.0,,8.0,0.0,6220,17.8,28.0,w,4754.91,4754.91,3213.7,3213.7,2745.09,468.61,0.0,0.0,0.0,Jan-16,229.84,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,7635.0,,,,,,,,,,,,34900.0,,,
149962,4177397,5319766,21500,21500,21500.0, 60 months,12.12,479.57,B,B3,Dean Foods Inc,2 years,RENT,149000.0,Verified,Apr-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4177397,,debt_consolidation,Payoff Loan for lower interest and pymt,761xx,TX,17.44,1.0,Sep-95,0.0,16.0,,17.0,0.0,12393,22.0,33.0,w,0.0,0.0,9093.53,9093.53,2746.74,2048.96,0.0,4297.83,773.6094,Feb-14,479.57,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,69384.0,,,,,,,,,,,,56300.0,,,
333196,22433630,24766375,35000,35000,35000.0, 60 months,15.61,843.9,D,D1,Supervisory Program Specialist,5 years,MORTGAGE,166000.0,Verified,Aug-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22433630,,home_improvement,Home improvement,227xx,VA,20.37,0.0,Dec-92,2.0,,,25.0,0.0,11213,27.6,55.0,f,0.0,0.0,35455.29167,35455.29,35000.0,455.29,0.0,0.0,0.0,Sep-14,35455.29,,Sep-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,1167142.0,,,,,,,,,,,,40700.0,,,
168056,3216637,3959009,2750,2750,2750.0, 36 months,14.33,94.43,C,C1,orlando neurosurgery,7 years,MORTGAGE,43150.0,Not Verified,Feb-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3216637,,major_purchase,car,328xx,FL,24.11,0.0,Nov-99,2.0,35.0,,17.0,0.0,18975,45.8,31.0,f,0.0,0.0,3180.349389,3180.35,2750.0,430.35,0.0,0.0,0.0,Jun-14,1769.54,,Jun-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,122989.0,,,,,,,,,,,,41400.0,,,
209935,1382452,1627621,30750,30750,30500.0, 36 months,19.72,1138.4,D,D5,Sklover & Donath,7 years,RENT,99000.0,Verified,Jul-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1382452,,debt_consolidation,clean break,085xx,NJ,15.21,0.0,Sep-99,0.0,,,19.0,0.0,29272,63.8,30.0,f,0.0,0.0,40974.94201,40641.81,30750.0,10224.94,0.0,0.0,0.0,Jun-15,2281.5,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
20076,665497,850851,3500,3500,3500.0, 36 months,15.28,121.81,D,D3,United States Navy,10+ years,RENT,74004.0,Verified,Feb-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=665497,,other,Auto Repair Loan,210xx,MD,24.49,1.0,Sep-97,0.0,17.0,,10.0,0.0,40574,96.8,26.0,f,0.0,0.0,3588.2,3588.2,3500.0,88.2,0.0,0.0,0.0,Apr-11,3467.12,,Apr-11,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
