Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
304170,27562265,30065432,13925,13925,13925.0, 36 months,18.24,505.11,D,D5,Project Manager,4 years,MORTGAGE,67000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27562265,,debt_consolidation,Debt consolidation,378xx,TN,10.25,0.0,Nov-99,1.0,,,4.0,0.0,10538,71.2,13.0,f,9022.6,9022.6,7576.65,7576.65,4902.4,2674.25,0.0,0.0,0.0,Jan-16,505.11,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,10538.0,,,,,,,,,,,,14800.0,,,
208383,1413449,1663373,7200,7200,7200.0, 36 months,18.49,262.08,D,D2,ncogroup ,6 years,RENT,25400.0,Not Verified,Jul-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1413449,,debt_consolidation,bye bye credit cards ,190xx,PA,12.19,0.0,Jul-06,1.0,,,6.0,0.0,8172,80.9,11.0,f,0.0,0.0,9262.575625,9262.58,7200.0,2062.58,0.0,0.0,0.0,Oct-14,2448.5,,Jun-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
316493,25807235,28260220,20000,20000,20000.0, 36 months,7.69,623.88,A,A4,Service Manager,10+ years,MORTGAGE,53065.0,Source Verified,Aug-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25807235,,credit_card,Credit card refinancing,921xx,CA,32.69,0.0,Oct-04,0.0,,,16.0,0.0,16226,34.9,33.0,f,0.0,0.0,21557.7,21557.7,20000.0,1557.7,0.0,0.0,0.0,Oct-15,13447.26,,Nov-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,227504.0,,,,,,,,,,,,46500.0,,,
384377,16531384,18623921,35000,35000,35000.0, 60 months,17.57,880.61,D,D4,sr account analyst,10+ years,MORTGAGE,80000.0,Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16531384,,debt_consolidation,Debt consolidation,088xx,NJ,16.25,0.0,Mar-94,2.0,,,14.0,0.0,29218,67.0,26.0,w,27006.35,27006.35,16731.59,16731.59,7993.65,8737.94,0.0,0.0,0.0,Jan-16,880.61,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,281405.0,,,,,,,,,,,,43600.0,,,
255441,33181423,35824750,8000,8000,8000.0, 36 months,11.99,265.68,B,B5,Manager,2 years,OWN,48000.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33181423,,credit_card,Credit card refinancing,436xx,OH,25.05,0.0,Sep-03,2.0,42.0,72.0,15.0,1.0,13923,47.1,51.0,f,5223.72,5223.72,3711.53,3711.53,2776.28,935.25,0.0,0.0,0.0,Jan-16,265.68,Feb-16,Jan-16,0.0,70.0,1,INDIVIDUAL,,,,0.0,0.0,84048.0,,,,,,,,,,,,29200.0,,,
41700,323322,323319,3975,3975,3975.0, 36 months,14.18,136.21,E,E1,Cypress-Fairbanks Independent School District,< 1 year,RENT,24000.0,Not Verified,Apr-08,Does not meet the credit policy. Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=323322,Pay off the credit card used to pay for wedding,credit_card,Wedding credit card debt,770xx,TX,29.7,1.0,Oct-92,0.0,18.0,,29.0,0.0,9862,16.4,43.0,f,0.0,0.0,4022.18,4022.18,3975.0,47.18,0.0,0.0,0.0,May-08,4022.38,Jun-08,Mar-08,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
295354,28863910,31387111,14000,14000,14000.0, 36 months,11.67,462.8,B,B4,Business and Planning Analyst III,8 years,MORTGAGE,52000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28863910,,debt_consolidation,Debt consolidation,142xx,NY,9.07,0.0,Jan-06,0.0,28.0,,13.0,0.0,11080,41.5,30.0,f,8752.22,8752.22,6942.0,6942.0,5247.78,1694.22,0.0,0.0,0.0,Jan-16,462.8,Feb-16,Jan-16,0.0,37.0,1,INDIVIDUAL,,,,0.0,0.0,11080.0,,,,,,,,,,,,26700.0,,,
67252,8646131,1551781,8950,8950,8950.0, 36 months,11.99,297.23,B,B3,Network Administrator,6 years,RENT,55000.0,Verified,Nov-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8646131,,credit_card,CC Refinance,292xx,SC,9.51,0.0,Jun-95,0.0,,53.0,6.0,1.0,3583,28.0,11.0,w,2815.1,2815.1,7727.98,7727.98,6134.9,1593.08,0.0,0.0,0.0,Jan-16,297.23,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,94.0,5883.0,,,,,,,,,,,,12800.0,,,
243254,36088159,38799678,20800,20800,20550.0, 60 months,16.49,511.25,D,D3,Assistant Attorney General,< 1 year,RENT,108000.0,Verified,Dec-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36088159,,medical,Medical expenses,995xx,AK,35.35,0.0,Jan-00,0.0,48.0,,8.0,0.0,14985,88.1,29.0,w,17615.27,17403.55,6627.19,6547.54,3184.73,3442.46,0.0,0.0,0.0,Jan-16,511.25,Feb-16,Jan-16,0.0,48.0,1,INDIVIDUAL,,,,0.0,0.0,161047.0,,,,,,,,,,,,17000.0,,,
151126,4185239,5327448,20000,20000,20000.0, 36 months,17.77,720.75,D,D1,LAUSD,2 years,RENT,116000.0,Verified,Apr-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4185239,"  Borrower added on 04/02/13 > I plan to use my loan to pay off my credit card bills  and just pay one bill monthly for all my credit cards. I pay my monthly bills on time and if I have the budget, I pay my credit card bills in full amount. Iam presently employed and have a good stable job.<br>",credit_card,Refnancing,907xx,CA,15.63,0.0,Feb-07,3.0,,,17.0,0.0,25686,52.0,22.0,f,0.0,0.0,7438.73,7438.73,3106.43,1937.21,0.0,2395.09,23.9509,Nov-13,720.75,,Apr-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,44520.0,,,,,,,,,,,,49395.0,,,
