Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
23392,615553,789351,8000,4875,4875.0, 36 months,6.17,148.69,A,A3,JP MORGAN CHASE,1 year,RENT,35000.0,Source Verified,Nov-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=615553,"  Borrower added on 11/16/10 > I recently moved allowing me to increase my debt by a few thousand dollars on different credit cards. I am not currently unable to pay my bills. I am simply interested in doing debt consolidation to have only one bill with one interest rate, rather than paying multiple bills, each with different intrest rates.  My goal is that instead of paying $500+ in credit card bills per month I can cut that expense in half and be able to maximize my income.  I have a very steady job as a Personal Banker with JP Morgan Chase in which I make commission on top of my annual salary. My credit history can show you how for the last few years I  have been working on my credit and have become a very creditworthy customer.  I appreciate you consideration.<br/> Borrower added on 11/20/10 > Please feel free to ask any questions you may have. I have taken notice as to how much more funds are needed to reach my original request half way through the funding stage.  I will not be taking this loan if it's too far off from my initial request as I am trying to get rid of multiple bills, not add another bill to my list. i hope you can help. Thank you.<br/>",debt_consolidation,DEBT,104xx,NY,7.2,0.0,Oct-01,2.0,,,6.0,0.0,6610,52.9,21.0,f,0.0,0.0,5352.53,5352.53,4875.0,477.53,0.0,0.0,0.0,Dec-13,153.35,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
410555,13878261,15930582,18000,18000,18000.0, 60 months,15.61,434.01,C,C5,Communications Manager,6 years,RENT,53000.0,Source Verified,Apr-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13878261,,debt_consolidation,Debt consolidation,606xx,IL,23.78,0.0,Jul-02,2.0,,,7.0,0.0,14628,73.1,27.0,f,13468.05,13468.05,8680.2,8680.2,4531.95,4148.25,0.0,0.0,0.0,Jan-16,434.01,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,92598.0,,,,,,,,,,,,20000.0,,,
151195,4165077,5307272,18000,18000,17950.0, 60 months,13.11,410.57,B,B4,Hudson Headwaters,2 years,RENT,85000.0,Source Verified,Apr-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4165077,"  Borrower added on 04/01/13 > I ran up a large balance on my credit card while I was in graduate school.  I graduated two years ago, and have a great job now.  I am fully committed to paying off my credit card debt. I have already paid off several thousand dollars of debt this year.  Please help me eliminate this debt.<br>",credit_card,Goodbye Citicard!,128xx,NY,17.44,0.0,Nov-99,0.0,25.0,,14.0,0.0,4153,17.6,56.0,w,0.0,0.0,19507.45,19453.26,18000.0,1507.45,0.0,0.0,0.0,Dec-13,16633.99,,Jan-16,0.0,27.0,1,INDIVIDUAL,,,,0.0,0.0,174030.0,,,,,,,,,,,,23600.0,,,
376376,17913789,20066457,4000,4000,4000.0, 36 months,11.67,132.23,B,B4,Director of Education,4 years,MORTGAGE,130800.0,Not Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17913789,,credit_card,Credit card refinancing,602xx,IL,18.38,0.0,May-81,0.0,41.0,,18.0,0.0,25160,96.8,40.0,w,2062.63,2062.63,2512.37,2512.37,1937.37,575.0,0.0,0.0,0.0,Jan-16,132.23,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,349581.0,,,,,,,,,,,,26000.0,,,
84176,7565103,9247235,15000,15000,15000.0, 36 months,17.76,540.49,D,D1,Rn,10+ years,MORTGAGE,75000.0,Not Verified,Oct-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7565103,,other,Other,718xx,AR,10.62,1.0,Apr-95,0.0,9.0,,12.0,0.0,10698,69.5,38.0,f,0.0,0.0,7052.12,7052.12,3405.46,1999.2,0.0,1647.46,16.4746,Aug-14,540.49,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,158.0,59067.0,,,,,,,,,,,,15400.0,,,
376012,17934280,20086836,22000,22000,22000.0, 36 months,14.49,757.16,C,C4,"Sr Manager, Web Design and Development",10+ years,RENT,102000.0,Source Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17934280,,credit_card,Credit card refinancing,223xx,VA,12.84,1.0,Apr-01,0.0,15.0,,9.0,0.0,22303,84.2,14.0,w,11573.51,11573.51,14386.04,14386.04,10426.49,3959.55,0.0,0.0,0.0,Jan-16,757.16,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,47938.0,,,,,,,,,,,,26500.0,,,
135828,5205029,6547207,19500,19500,19500.0, 36 months,14.09,667.32,B,B5,,10+ years,MORTGAGE,72000.0,Verified,Jun-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5205029,"  Borrower added on 05/18/13 > I am a small business owner of an IT consulting company. During the economic downturn, a significant number of my clients went out of business, causing my business to contract quickly. Credit cards were used to stay afloat. Business is improving, this loan is to consolidate and payoff that debt.<br>",credit_card,Credit card refinancing,920xx,CA,31.78,0.0,Feb-90,1.0,73.0,22.0,13.0,1.0,22845,62.4,24.0,f,0.0,0.0,22505.61027,22505.61,19500.0,3005.61,0.0,0.0,0.0,Oct-14,12511.57,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,95585.0,,,,,,,,,,,,36600.0,,,
83336,7101985,8763655,22000,22000,21950.0, 36 months,10.99,720.15,B,B2,Planning Supervisor,2 years,RENT,68000.0,Source Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7101985,  Borrower added on 09/29/13 > To get my credit card debt paid off at a much better APR.<br>,debt_consolidation,payoff,323xx,FL,17.65,0.0,Mar-00,0.0,,,6.0,0.0,13029,56.4,17.0,f,6196.5,6182.4,19440.85,19396.69,15803.5,3637.35,0.0,0.0,0.0,Jan-16,720.15,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,140.0,49508.0,,,,,,,,,,,,23100.0,,,
62770,8915005,10707138,10000,10000,10000.0, 36 months,9.67,321.13,B,B1,Senior Executive,10+ years,MORTGAGE,250000.0,Source Verified,Nov-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8915005,  Borrower added on 11/12/13 > This loan is for debt consolidation.<br>,debt_consolidation,Debt consolidation,064xx,CT,4.32,1.0,Aug-88,0.0,21.0,,9.0,0.0,16872,92.7,30.0,f,3073.56,3073.56,8348.96,8348.96,6926.44,1422.52,0.0,0.0,0.0,Jan-16,321.13,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,112644.0,,,,,,,,,,,,18200.0,,,
284108,30575681,33128862,4000,4000,4000.0, 36 months,14.99,138.65,C,C5,Registered Nurse,5 years,RENT,55000.0,Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30575681,,credit_card,Credit card refinancing,633xx,MO,22.15,0.0,Jul-85,5.0,,,29.0,0.0,27541,33.9,61.0,w,2546.89,2546.89,2071.42,2071.42,1453.11,618.31,0.0,0.0,0.0,Jan-16,138.65,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,91745.0,,,,,,,,,,,,81300.0,,,
