Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
240354,34352741,37016058,27200,27200,27200.0, 36 months,12.39,908.51,C,C1,Passport Personalization Specialist,5 years,MORTGAGE,129000.0,Source Verified,Dec-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34352741,,home_improvement,Home improvement,856xx,AZ,22.68,0.0,Dec-88,0.0,50.0,,24.0,0.0,30594,49.9,49.0,w,21311.96,21311.96,8139.14,8139.14,5888.04,2251.1,0.0,0.0,0.0,Sep-15,908.51,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,334857.0,,,,,,,,,,,,61300.0,,,
314753,25938041,28390910,10000,10000,10000.0, 36 months,17.57,359.38,D,D4,Sales Associate ,10+ years,OWN,30000.0,Source Verified,Sep-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25938041,,other,Other,917xx,CA,28.07,0.0,Dec-00,1.0,68.0,,12.0,0.0,686,1.6,20.0,w,0.0,0.0,10146.41667,10146.42,10000.0,146.42,0.0,0.0,0.0,Oct-14,10146.42,,Mar-15,0.0,69.0,1,INDIVIDUAL,,,,0.0,0.0,3652.0,,,,,,,,,,,,44200.0,,,
242296,36048242,38759765,11275,11275,11275.0, 36 months,6.99,348.09,A,A3,Optometrist,3 years,RENT,62000.0,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36048242,,debt_consolidation,Major purchase,900xx,CA,22.22,0.0,Jan-01,0.0,,,20.0,0.0,13159,69.3,32.0,f,7472.53,7472.53,4520.79,4520.79,3802.47,718.32,0.0,0.0,0.0,Dec-15,348.09,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,111201.0,,,,,,,,,,,,19000.0,,,
423530,13007005,15039186,20000,20000,20000.0, 60 months,15.31,479.06,C,C4,Supervisor,6 years,OWN,54864.0,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13007005,,debt_consolidation,Debt consolidation,336xx,FL,22.48,0.0,Jul-08,0.0,,,8.0,0.0,10682,89.0,20.0,f,14647.0,14647.0,10060.26,10060.26,5353.0,4707.26,0.0,0.0,0.0,Dec-15,479.06,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,47083.0,,,,,,,,,,,,12000.0,,,
113324,6297936,7829498,5150,5150,5150.0, 36 months,6.03,156.75,A,A1,UPS,10+ years,MORTGAGE,80000.0,Not Verified,Jul-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6297936,,debt_consolidation,Debt consolidation,322xx,FL,5.73,0.0,Nov-99,0.0,,,8.0,0.0,5101,37.5,17.0,f,924.21,924.21,4702.15,4702.15,4225.79,476.36,0.0,0.0,0.0,Jan-16,156.75,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,165386.0,,,,,,,,,,,,13600.0,,,
253284,34623380,37306689,12000,12000,12000.0, 60 months,12.99,272.98,C,C2,Dir of Internal Audit,9 years,RENT,113000.0,Source Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34623380,,debt_consolidation,Debt consolidation,916xx,CA,17.79,1.0,Jan-96,0.0,5.0,,14.0,0.0,25480,63.4,23.0,w,9851.17,9851.17,3804.4,3804.4,2148.83,1655.57,0.0,0.0,0.0,Jan-16,272.98,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,45330.0,,,,,,,,,,,,40200.0,,,
369465,19155249,21358006,15000,15000,15000.0, 36 months,7.69,467.91,A,A4,Direct Care Worker,1 year,OWN,60000.0,Not Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19155249,,credit_card,Credit card refinancing,388xx,MS,6.7,1.0,Feb-99,0.0,11.0,,17.0,0.0,8667,39.0,30.0,w,7513.5,7513.5,8859.25,8859.25,7486.5,1372.75,0.0,0.0,0.0,Jan-16,467.91,Feb-16,Jan-16,0.0,65.0,1,INDIVIDUAL,,,,0.0,0.0,8667.0,,,,,,,,,,,,22200.0,,,
378953,17432995,19555540,14000,14000,14000.0, 60 months,18.24,357.34,D,D5,Sales Representative,< 1 year,MORTGAGE,40000.0,Not Verified,Jun-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17432995,,credit_card,Credit card refinancing,972xx,OR,10.23,1.0,Jul-02,0.0,5.0,,9.0,0.0,10918,50.3,42.0,w,0.0,0.0,17294.85,17294.85,14000.0,3294.85,0.0,0.0,0.0,Nov-15,11577.41,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,223613.0,,,,,,,,,,,,21700.0,,,
443210,11744768,13736919,8600,8600,8600.0, 36 months,13.65,292.47,C,C1,Operations Manager,< 1 year,RENT,37500.0,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11744768,  Borrower added on 02/13/14 > I have 3 different cards that have about a 27% interest rate. One of these cards I pay $300 a month on already. With this loan I could pay off all these cards and be able to pay this loan off quicker at a lower interest rate and improve my credit.<br>,debt_consolidation,Debt consolidation,852xx,AZ,16.86,0.0,Feb-04,0.0,,54.0,5.0,1.0,8320,60.7,14.0,w,3765.39,3765.39,6434.34,6434.34,4834.61,1599.73,0.0,0.0,0.0,Jan-16,292.47,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,14890.0,,,,,,,,,,,,13700.0,,,
368959,19075584,21278322,18000,18000,18000.0, 60 months,14.49,423.42,C,C4,Sales Specialist,2 years,RENT,55000.0,Verified,Jun-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19075584,,debt_consolidation,Debt consolidation,208xx,MD,12.07,0.0,Oct-03,0.0,50.0,107.0,7.0,1.0,5458,45.9,10.0,f,13628.6,13628.6,8044.98,8044.98,4371.4,3673.58,0.0,0.0,0.0,Jan-16,423.42,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,270.0,13937.0,,,,,,,,,,,,11900.0,,,
